01;ROMANS;romans;Romans;1400;587
01;PIZAY;pizay;Pizay;1120;777
01;CERTINES;certines;Certines;1240;1445
01;RUFFIEU;ruffieu;Ruffieu;1260;202
01;MEXIMIEUX;meximieux;Meximieux;1800;7268
01;SAINT-RAMBERT-EN-BUGEY;saint rambert en bugey;Saint-Rambert-en-Bugey;1230;2164
01;AMBRONAY;ambronay;Ambronay;1500;2362
01;CIZE;cize;Cize;1250;170
01;SAINT-GERMAIN-SUR-RENON;saint germain sur renon;Saint-Germain-sur-Renon;1240;236
01;VILLETTE-SUR-AIN;villette sur ain;Villette-sur-Ain;1320;673
01;DAGNEUX;dagneux;Dagneux;1120;4099
01;BOISSEY;boissey;Boissey;1190;288
01;SALAVRE;salavre;Salavre;1270;284
01;BRION;brion;Brion;1460;517
01;LABALME;labalme;Labalme;1450;204
01;SAUVERNY;sauverny;Sauverny;1220;1078
01;MONTCEAUX;montceaux;Montceaux;1090;1164
01;BRENOD;brenod;Brénod;1110;544
01;MISERIEUX;miserieux;Misérieux;1600;1762
01;PREVESSIN-MOENS;prevessin moens;Prévessin-Moëns;1280;5980
01;LENT;lent;Lent;1240;1328
01;MARSONNAS;marsonnas;Marsonnas;1340;1005
01;MANZIAT;manziat;Manziat;1570;1924
01;TREVOUX;trevoux;Trévoux;1600;6730
01;BELLEGARDE-SUR-VALSERINE;bellegarde sur valserine;Bellegarde-sur-Valserine;1200;11790
01;BOURG-EN-BRESSE;bourg en bresse;Bourg-en-Bresse;1000;40088
01;CONFORT;confort;Confort;1200;525
01;SAINT-DENIS-LES-BOURG;saint denis les bourg;Saint-Denis-lès-Bourg;1000;5405
01;MASSIGNIEU-DE-RIVES;massignieu de rives;Massignieu-de-Rives;1300;608
01;SAINT-ETIENNE-SUR-CHALARONNE;saint etienne sur chalaronne;Saint-Étienne-sur-Chalaronne;1140;1468
01;BOHAS-MEYRIAT-RIGNAT;bohas meyriat rignat;Bohas-Meyriat-Rignat;1250;811
01;CHEVRY;chevry;Chevry;1170;1235
01;FAREINS;fareins;Fareins;1480;2137
01;GORREVOD;gorrevod;Gorrevod;1190;799
01;VALEINS;valeins;Valeins;1140;88
01;VIEU-D'IZENAVE;vieu d izenave;Vieu-d'Izenave;1430;693
01;TOUSSIEUX;toussieux;Toussieux;1600;769
01;ARBIGNY;arbigny;Arbigny;1190;399
01;MALAFRETAZ;malafretaz;Malafretaz;1340;952
01;SAMOGNAT;samognat;Samognat;1580;718
01;CRAS-SUR-REYSSOUZE;cras sur reyssouze;Cras-sur-Reyssouze;1340;1256
01;MESSIMY-SUR-SAONE;messimy sur saone;Messimy-sur-Saône;1480;1209
01;POUGNY;pougny;Pougny;1550;802
01;SANDRANS;sandrans;Sandrans;1400;524
01;PONT-DE-VEYLE;pont de veyle;Pont-de-Veyle;1290;1593
01;MIJOUX;mijoux;Mijoux;1170;379
01;SAINT-JEAN-DE-GONVILLE;saint jean de gonville;Saint-Jean-de-Gonville;1630;1496
01;SAINT-ANDRE-LE-BOUCHOUX;saint andre le bouchoux;Saint-André-le-Bouchoux;1240;316
01;CHANEINS;chaneins;Chaneins;1990;820
01;JOYEUX;joyeux;Joyeux;1800;223
01;TRAMOYES;tramoyes;Tramoyes;1390;1674
01;BIZIAT;biziat;Biziat;1290;797
01;IZENAVE;izenave;Izenave;1430;164
01;BELMONT-LUTHEZIEU;belmont luthezieu;Belmont-Luthézieu;1260;514
01;ARBENT;arbent;Arbent;1100;3476
01;SUTRIEU;sutrieu;Sutrieu;1260;235
01;SERRIERES-DE-BRIORD;serrieres de briord;Serrières-de-Briord;1470;1174
01;ARANC;aranc;Aranc;1110;302
01;CHALEY;chaley;Chaley;1230;127
01;CURCIAT-DONGALON;curciat dongalon;Curciat-Dongalon;1560;456
01;LOYETTES;loyettes;Loyettes;1360;2645
01;GEX;gex;Gex;1170;10372
01;COURTES;courtes;Courtes;1560;266
01;BEREZIAT;bereziat;Béréziat;1340;445
01;LAPEYROUSE;lapeyrouse;Lapeyrouse;1330;292
01;APREMONT;apremont;Apremont;1100;363
01;VILLIEU-LOYES-MOLLON;villieu loyes mollon;Villieu-Loyes-Mollon;1800;3095
01;LEYMENT;leyment;Leyment;1150;1273
01;ETREZ;etrez;Étrez;1340;803
02;GERCY;gercy;Gercy;2140;295
02;VILLEMONTOIRE;villemontoire;Villemontoire;2210;210
02;BRANCOURT-LE-GRAND;brancourt le grand;Brancourt-le-Grand;2110;619
02;LICY-CLIGNON;licy clignon;Licy-Clignon;2810;87
02;PROISY;proisy;Proisy;2120;318
02;CHAMBRY;chambry;Chambry;2000;718
02;MONT-SAINT-JEAN;mont saint jean;Mont-Saint-Jean;2360;80
02;MORGNY-EN-THIERACHE;morgny en thierache;Morgny-en-Thiérache;2360;110
02;MESNIL-SAINT-LAURENT;mesnil saint laurent;Mesnil-Saint-Laurent;2720;450
02;ANNOIS;annois;Annois;2480;383
02;BRUNEHAMEL;brunehamel;Brunehamel;2360;538
02;AUDIGNICOURT;audignicourt;Audignicourt;2300;102
02;MONTIGNY-SUR-CRECY;montigny sur crecy;Montigny-sur-Crécy;2270;309
02;LOR;lor;Lor;2190;142
02;CHIVRES-EN-LAONNOIS;chivres en laonnois;Chivres-en-Laonnois;2350;367
02;SAINT-GOBAIN;saint gobain;Saint-Gobain;2410;2337
02;UGNY-LE-GAY;ugny le gay;Ugny-le-Gay;2300;163
02;HAPPENCOURT;happencourt;Happencourt;2480;148
02;PROUVAIS;prouvais;Prouvais;2190;379
